births_known,county,fips,low_birth_weight,late_or_no_prenatal,prenatal_known,tobacco_known,tobacco_yes,age_15_19,age_35_plus,age_known,low_birth_weight_pct,late_or_no_prenatal_pct,tobacco_use_pct,maternal_age_15_19_pct,maternal_age_35_plus_pct,fips_st_cnty,st_name_abbrev,ahrf_county,rural_urban_continuum_code,primary_care_hpsa,population_2024,median_household_income,poverty_pct,uninsured_under65_pct,obgyn_count,midwife_count,obstetric_hospital_count,population_density,obgyn_per_100k,midwives_per_100k,obstetric_hospitals_per_100k,log_population_density,cross_validated_prediction,cross_validated_residual
9173,"Paulding County, GA",13223,889,2020,9161,9178,148,263,1664,9179,9.691485882481194,22.049994542080558,1.6125517541948138,2.865235864473254,18.128336420089333,13223,GA,"Paulding, GA",1.0,0,188549.0,94557.0,6.1,11.4,2.0,0.0,0.0,540.0,1.06073222345385,0.0,0.0,6.293419278846481,8.03959053155146,1.6518953509297347
13894,"Richmond County, GA",13245,1792,3980,13733,13845,395,887,1918,13909,12.89765366345185,28.98128595354256,2.8530155290718673,6.377165863829175,13.789632611977856,13245,GA,"Richmond, GA",2.0,1,206303.0,53197.0,21.1,12.4,57.0,7.0,1.0,637.0,27.629263752829576,3.3930674784176675,0.48472392548823817,6.45833828334479,12.187182584394455,0.7104710790573954
6306,"Whitfield County, GA",13313,476,1947,6184,6292,462,455,795,6300,7.54836663495084,31.484476067270375,7.3426573426573425,7.222222222222222,12.619047619047619,13313,GA,"Whitfield, GA",3.0,1,105070.0,64262.0,13.7,21.4,10.0,11.0,1.0,354.2,9.517464547444561,10.469211002189017,0.9517464547444561,5.872681011118015,9.204649143137766,-1.6562825081869263
10277,"Hawaii County, HI",15001,949,3477,8804,9650,427,433,2458,10275,9.23421231877007,39.49341208541572,4.424870466321243,4.214111922141119,23.92214111922141,15001,HI,"Hawaii, HI",5.0,1,209790.0,77215.0,14.6,5.5,19.0,5.0,1.0,49.8,9.056675723342389,2.38333571666905,0.47666714333381,3.927896354584436,8.332403935484614,0.9018083832854558
54357,"Honolulu County, HI",15003,4685,16574,53020,54331,405,1374,13454,54371,8.618945122063396,31.25990192380234,0.7454307853711509,2.5270824520424493,24.744808813521914,15003,HI,"Honolulu, HI",1.0,1,998747.0,104264.0,9.1,4.0,163.0,29.0,4.0,1692.4,16.320449523252634,2.903638258738199,0.4005018287914757,7.434493621208177,8.265602278205618,0.3533428438577779
8206,"Maui County, HI",15009,663,1126,6111,7830,116,285,2048,8213,8.079454058006338,18.425789559810177,1.4814814814814814,3.470108364787532,24.936076951174968,15009,HI,"Maui, HI",3.0,1,163688.0,95076.0,9.8,4.7,16.0,6.0,1.0,141.8,9.774693318997118,3.665509994623919,0.6109183324373199,4.9614450499054845,7.589373818070822,0.49008023993551575
25347,"Ada County, ID",16001,1620,2918,25145,25312,607,534,5400,25354,6.391288909930169,11.604692781865182,2.39807206068268,2.106176540190897,21.29841445136862,16001,ID,"Ada, ID",2.0,1,535799.0,88907.0,8.5,7.1,67.0,26.0,2.0,470.5,12.504689258471927,4.852565980899554,0.3732743062230426,6.155919102073512,7.27519255490727,-0.8839036449771012
8980,"Bonneville County, ID",16019,741,1808,8960,8973,394,376,1174,8981,8.251670378619155,20.178571428571427,4.390950629666778,4.186616189733883,13.072040975392495,16019,ID,"Bonneville, ID",3.0,1,133644.0,76646.0,9.5,9.1,13.0,3.0,0.0,66.4,9.727335308730657,2.2447696866301516,0.0,4.210645017918261,8.04794378466804,0.2037265939511137
16830,"Canyon County, ID",16027,1141,2820,16629,16805,680,764,2340,16838,6.779560308972074,16.95832581634494,4.046414757512645,4.5373559805202515,13.897137427247891,16027,ID,"Canyon, ID",2.0,1,266892.0,72355.0,10.1,11.9,7.0,2.0,2.0,393.7,2.6227837477331657,0.7493667850666187,0.7493667850666187,5.978125982668802,8.527649784437465,-1.7480894754653908
9683,"Kootenai County, ID",16055,527,1783,9582,9634,443,250,1687,9693,5.442528142104719,18.607806303485702,4.5982976956612,2.5791808521613535,17.404312390384813,16055,ID,"Kootenai, ID",3.0,1,188323.0,77034.0,9.3,9.3,10.0,2.0,1.0,138.4,5.310025859825937,1.0620051719651875,0.5310025859825938,4.937347498326424,7.342174847494717,-1.8996467053899977
9987,"Champaign County, IL",17019,949,1883,9959,9977,405,525,1853,9992,9.50235305897667,18.90752083542524,4.059336473889947,5.254203362690152,18.544835868694957,17019,IL,"Champaign, IL",3.0,1,212374.0,63091.0,18.0,5.7,31.0,17.0,2.0,206.7,14.596890391479182,8.00474634371439,0.9417348639663988,5.336094730882067,10.326346335746615,-0.8239932767699454
264004,"Cook County, IL",17031,23614,64988,254474,263412,2547,8360,71068,264144,8.944561446038696,25.538168928849313,0.966926335930026,3.164940335574535,26.905021503422375,17031,IL,"Cook, IL",1.0,1,5182617.0,81797.0,13.3,9.7,954.0,211.0,18.0,5583.0,18.407688625264033,4.071302201185231,0.3473148797219629,8.627660644442209,9.353192774939204,-0.40863132890050835
5091,"DeKalb County, IL",17037,418,827,5082,5102,219,155,855,5096,8.210567668434493,16.273120818575364,4.292434339474716,3.0416012558869703,16.777864992150707,17037,IL,"DeKalb, IL",1.0,1,101335.0,69022.0,15.9,6.4,4.0,1.0,1.0,159.1,3.9473034982977255,0.9868258745744314,0.9868258745744314,5.075798620002669,7.136910190097377,1.0736574783371156
47912,"DuPage County, IL",17043,3281,8809,47528,47886,337,664,14094,47920,6.847971280681249,18.53433765359367,0.7037547508666416,1.3856427378964942,29.41151919866444,17043,IL,"DuPage, IL",1.0,1,937142.0,110502.0,6.4,5.9,181.0,40.0,6.0,2845.9,19.31404205552627,4.268296586856634,0.6402444880284951,7.953985961968492,7.255563507741373,-0.40759222706012377
27718,"Kane County, IL",17089,2090,5741,27398,27721,383,1002,6174,27717,7.540226567573418,20.95408423972553,1.3816240395368133,3.6151098603744996,22.275138001948264,17089,IL,"Kane, IL",1.0,1,520997.0,100678.0,8.3,9.4,28.0,5.0,2.0,994.5,5.37431117645591,0.9596984243671268,0.3838793697468507,6.903245123504251,8.279462733564868,-0.7392361659914499
5626,"Kankakee County, IL",17091,495,1355,5613,5631,370,270,771,5624,8.798435833629577,24.14038838410832,6.570768957556385,4.800853485064011,13.709103840682788,17091,IL,"Kankakee, IL",3.0,1,106410.0,68325.0,12.5,6.7,7.0,2.0,1.0,158.9,6.57832910440748,1.87952260125928,0.93976130062964,5.074548619839908,8.466143106513902,0.33229272711567504
7443,"Kendall County, IL",17093,528,1224,7436,7446,82,126,1739,7449,7.09391374445788,16.460462614308767,1.1012624227773302,1.6915022150624246,23.34541549201235,17093,IL,"Kendall, IL",1.0,0,143171.0,110474.0,4.9,5.4,4.0,0.0,0.0,411.8,2.793861885437693,0.0,0.0,6.022963214167353,7.0018657905565185,0.09204795390136145
33121,"Lake County, IL",17097,2531,7023,32775,33095,398,954,9000,33121,7.641677485583164,21.4279176201373,1.2025985798458982,2.8803478155852784,27.173092599861114,17097,IL,"Lake, IL",1.0,1,718604.0,108917.0,8.1,7.4,93.0,15.0,3.0,1610.3,12.941759299976065,2.087380532254204,0.41747610645084077,7.384796585579523,8.130474218634763,-0.48879673305159876
5425,"LaSalle County, IL",17099,423,982,5420,5431,584,254,834,5438,7.797235023041475,18.118081180811807,10.75308414656601,4.6708348657594705,15.336520779698418,17099,IL,"La Salle, IL",4.0,1,108390.0,72281.0,13.5,6.2,3.0,7.0,1.0,96.6,2.767783005812344,6.458160346895469,0.9225943352707814,4.580877493419047,8.328289120491304,-0.5310540974498288
15271,"McHenry County, IL",17111,1028,2919,15169,15270,293,280,3491,15269,6.731713705716718,19.24319335486848,1.9187950229207598,1.833780863186849,22.863317833518895,17111,IL,"McHenry, IL",1.0,0,315959.0,102836.0,6.1,5.9,18.0,1.0,1.0,514.1,5.696941691801785,0.3164967606556547,0.3164967606556547,6.24436105657154,7.259501408671105,-0.5277877029543872
8193,"McLean County, IL",17113,643,1266,8120,8189,441,265,1428,8184,7.8481630660319786,15.591133004926109,5.385272927097326,3.23802541544477,17.44868035190616,17113,IL,"McLean, IL",3.0,1,172069.0,78329.0,13.0,4.9,17.0,6.0,2.0,144.5,9.879757539126745,3.486973249103557,1.1623244163678523,4.980176086611547,7.350349460462444,0.4978136055695348
5679,"Macon County, IL",17115,701,1316,5680,5689,573,375,748,5686,12.343722486353231,23.169014084507044,10.072068904904201,6.595145972564192,13.15511783327471,17115,IL,"Macon, IL",3.0,1,100737.0,62449.0,14.6,5.4,9.0,5.0,1.0,179.1,8.93415527561869,4.963419597565939,0.9926839195131877,5.19351225218191,9.118192842199605,3.2255296441536263
13126,"Madison County, IL",17119,1193,3042,12975,13080,959,560,2018,13123,9.08883132713698,23.44508670520231,7.3318042813455655,4.267316924483731,15.377581345728872,17119,IL,"Madison, IL",1.0,1,263017.0,74800.0,11.3,5.5,17.0,4.0,2.0,371.6,6.463460536771387,1.5208142439462087,0.7604071219731043,5.920505458167488,8.642305613647455,0.44652571348952463
10508,"Peoria County, IL",17143,1056,2336,10493,10512,899,691,1556,10515,10.049486105824133,22.262460688077766,8.552130898021309,6.571564431764147,14.797907750832145,17143,IL,"Peoria, IL",2.0,1,179630.0,64938.0,15.4,5.8,36.0,9.0,2.0,293.9,20.041195791348883,5.010298947837221,1.113399766186049,5.6866363158212305,10.469409633443117,-0.4199235276189839
